txn_id,vendor_id,invoice_number,amount,invoice_date,payment_date,posting_ts,created_by,approved_by,approver_role,gl_account
TXN-00432,V-0003,INV-29808,513.6,2026-03-05,2026-03-21,2026-03-05T12:36:00,U-15,U-09,manager,6200
TXN-00279,V-0056,INV-59712,102.18,2025-12-11,2026-01-12,2025-12-11T16:27:00,U-01,U-11,junior,7100
TXN-00591,V-0046,INV-73214,37985.75,2026-01-27,2026-03-10,2026-01-27T16:02:00,U-16,U-17,manager,6100
TXN-02310,V-0053,INV-65336,408.55,2025-11-17,2025-12-19,2025-11-17T14:16:00,U-11,U-06,junior,7100
TXN-01568,V-0056,INV-11602,193.75,2025-12-02,2026-01-11,2025-12-02T14:51:00,U-03,U-13,senior,6100
TXN-00587,V-0047,INV-54825,17620.61,2025-07-24,2025-09-03,2025-07-24T18:47:00,U-08,U-12,director,6100
TXN-00633,V-0053,INV-67503,194.92,2025-10-13,2025-11-08,2025-10-13T18:48:00,U-16,U-08,senior,6300
TXN-01874,V-0036,INV-23949,5928.32,2025-06-29,2025-08-07,2025-06-29T14:44:00,U-13,U-09,manager,7200
TXN-02436,V-0007,INV-78452,5576.07,2025-06-30,2025-07-18,2025-06-30T16:50:00,U-20,U-08,senior,6100
TXN-00297,V-0046,INV-81636,814.85,2025-03-28,2025-04-16,2025-03-28T13:10:00,U-16,U-17,manager,7100
TXN-02524,V-0010,INV-39194,6099.1,2025-03-12,2025-04-08,2025-03-12T17:44:00,U-20,U-12,director,6200
TXN-01002,V-0051,INV-63690,1638.12,2025-02-15,2025-03-21,2025-02-15T17:42:00,U-15,U-05,manager,6300
TXN-01966,V-0043,INV-87837,6232.43,2025-09-24,2025-11-03,2025-09-24T18:17:00,U-17,U-08,senior,7200
TXN-00202,V-0039,INV-76535,1331.38,2025-02-04,2025-03-07,2025-02-04T16:34:00,U-03,U-18,senior,6300
TXN-02170,V-0057,INV-42869,781.7,2025-08-10,2025-09-16,2025-08-10T17:45:00,U-02,U-09,manager,7200
TXN-00141,V-0029,INV-46666,3847.81,2026-03-03,2026-03-31,2026-03-03T15:39:00,U-05,U-15,manager,6100
TXN-01007,V-0018,INV-62664,17350.42,2026-02-18,2026-03-15,2026-02-18T16:38:00,U-19,U-15,manager,6100
TXN-00807,V-0060,INV-89879,394.06,2025-01-28,2025-02-18,2025-01-28T14:09:00,U-16,U-20,senior,7100
TXN-00545,V-0059,INV-94613,1974.16,2025-09-07,2025-09-27,2025-09-07T16:06:00,U-15,U-12,director,6300
TXN-00059,V-0024,INV-16057,178.67,2026-02-17,2026-03-04,2026-02-17T11:09:00,U-08,U-11,junior,6200
TXN-00906,V-0060,INV-84838,37822.93,2026-03-06,2026-03-24,2026-03-06T10:15:00,U-12,U-05,manager,7100
TXN-00744,V-0060,INV-90684,10906.65,2025-08-20,2025-09-16,2025-08-20T16:18:00,U-01,U-08,senior,6200
TXN-01532,V-0020,INV-13988,5393.36,2025-05-21,2025-06-23,2025-05-21T18:03:00,U-13,U-04,senior,6300
TXN-00304,V-0018,INV-22255,47055.38,2025-12-01,2025-12-17,2025-12-01T18:48:00,U-08,U-12,director,6100
TXN-00864,V-0005,INV-96479,112.4,2025-04-11,2025-05-21,2025-04-11T09:02:00,U-16,U-14,junior,6100
TXN-01995,V-0003,INV-64689,585.89,2025-11-18,2025-12-29,2025-11-18T09:30:00,U-01,U-15,manager,7200
TXN-00373,V-0052,INV-17925,157.4,2025-05-15,2025-06-28,2025-05-15T11:02:00,U-19,U-03,junior,6100
TXN-00280,V-0055,INV-24790,416.73,2025-05-22,2025-07-04,2025-05-22T11:59:00,U-15,U-12,director,6200
TXN-00489,V-0057,INV-33758,269.28,2026-02-15,2026-03-16,2026-02-15T17:43:00,U-14,U-20,senior,7100
TXN-00488,V-0047,INV-17686,19766.83,2025-02-27,2025-04-06,2025-02-27T10:44:00,U-14,U-20,senior,6200
TXN-00008,V-0058,INV-97841,187.33,2025-03-25,2025-04-15,2025-03-25T13:22:00,U-09,U-16,junior,6300
TXN-01662,V-0050,INV-57167,4290.1,2025-04-18,2025-05-19,2025-04-18T09:51:00,U-11,U-15,manager,6200
TXN-00986,V-0015,INV-13655,178.04,2025-06-24,2025-07-09,2025-06-24T18:10:00,U-18,U-10,senior,7200
TXN-01118,V-0022,INV-47401,277.37,2025-04-01,2025-04-25,2025-04-01T17:15:00,U-07,U-09,manager,7100
TXN-01740,V-0040,INV-54223,2508.34,2025-11-05,2025-12-19,2025-11-05T10:39:00,U-04,U-17,manager,6200
TXN-00322,V-0054,INV-49378,21234.76,2026-02-22,2026-03-13,2026-02-22T18:38:00,U-15,U-12,director,7100
TXN-00896,V-0039,INV-49563,14533.7,2025-06-27,2025-08-07,2025-06-27T09:41:00,U-16,U-13,senior,6200
TXN-01337,V-0014,INV-69347,340.43,2025-05-21,2025-06-08,2025-05-21T14:07:00,U-16,U-17,manager,6100
TXN-02743,V-0016,INV-62618,3542.34,2025-05-07,2025-06-13,2025-05-07T08:07:00,U-04,U-15,manager,6100
TXN-00689,V-0005,INV-15482,300.56,2025-08-23,2025-09-19,2025-08-23T11:27:00,U-15,U-17,manager,6300
TXN-01818,V-0022,INV-75422,17359.87,2025-04-08,2025-05-16,2025-04-08T15:38:00,U-18,U-10,senior,6200
TXN-01717,V-0055,INV-38701,128.84,2025-01-14,2025-02-24,2025-01-14T15:14:00,U-18,U-05,manager,6300
TXN-00303,V-0036,INV-84055,480.03,2025-02-10,2025-03-11,2025-02-10T13:25:00,U-12,U-09,manager,7100
TXN-01233,V-0021,INV-48252,8157.52,2025-04-25,2025-05-17,2025-04-25T08:34:00,U-18,U-05,manager,6200
TXN-00413,V-0054,INV-28566,225.0,2025-01-12,2025-02-18,2025-01-12T10:37:00,U-06,U-12,director,6100
TXN-01800,V-0006,INV-24031,29182.61,2025-02-28,2025-03-19,2025-02-28T08:51:00,U-03,U-12,director,7200
TXN-01103,V-0012,INV-92154,8996.74,2025-02-25,2025-03-29,2025-02-25T13:20:00,U-02,U-13,senior,7200
TXN-00115,V-0058,INV-49132,154.32,2025-05-17,2025-06-24,2025-05-17T08:18:00,U-14,U-11,junior,7200
TXN-01698,V-0051,INV-57520,610.5,2026-01-10,2026-02-21,2026-01-10T17:38:00,U-17,U-04,senior,6100
TXN-02456,V-0056,INV-30050,1340.65,2025-07-16,2025-08-12,2025-07-16T11:44:00,U-13,U-16,junior,6100
TXN-02218,V-0058,INV-38189,309.23,2025-03-31,2025-05-06,2025-03-31T09:29:00,U-15,U-04,senior,7100
TXN-01728,V-0047,INV-80728,6620.76,2026-02-13,2026-03-04,2026-02-13T16:26:00,U-11,U-09,manager,7200
TXN-01538,V-0028,INV-44948,1329.82,2026-02-27,2026-04-06,2026-02-27T16:09:00,U-02,U-04,senior,6200
TXN-01284,V-0029,INV-20943,20559.85,2025-09-20,2025-10-16,2025-09-20T17:20:00,U-05,U-17,manager,6300
TXN-01769,V-0017,INV-25681,103.74,2026-02-21,2026-03-26,2026-02-21T14:49:00,U-01,U-20,senior,6100
TXN-02578,V-0010,INV-32032,5199.02,2025-08-05,2025-09-12,2025-08-05T14:01:00,U-09,U-15,manager,6200
TXN-02632,V-0010,INV-66939,5830.0,2025-04-18,2025-05-13,2025-04-18T16:32:00,U-08,U-04,senior,6200
TXN-02489,V-0008,INV-38523,1406.7,2025-10-21,2025-12-04,2025-10-21T09:49:00,U-20,U-10,senior,6200
TXN-01218,V-0047,INV-65977,5120.17,2025-08-07,2025-09-07,2025-08-07T15:03:00,U-08,U-10,senior,6300
TXN-02304,V-0038,INV-46492,2394.92,2025-03-26,2025-05-10,2025-03-26T13:58:00,U-13,U-11,junior,6100
TXN-01765,V-0028,INV-54025,1060.97,2025-04-26,2025-05-17,2025-04-26T10:40:00,U-10,U-18,senior,6100
TXN-02445,V-0020,INV-88963,5852.97,2025-02-03,2025-03-08,2025-02-03T14:23:00,U-05,U-18,senior,6100
TXN-02518,V-0010,INV-26343,5308.77,2025-11-23,2025-12-15,2025-11-23T13:11:00,U-18,U-20,senior,6200
TXN-01687,V-0036,INV-30807,133.92,2025-04-28,2025-05-24,2025-04-28T16:10:00,U-18,U-12,director,7200
TXN-01174,V-0028,INV-80645,3168.03,2025-02-02,2025-03-07,2025-02-02T16:53:00,U-18,U-17,manager,7100
TXN-00400,V-0044,INV-94670,168.59,2025-01-12,2025-02-24,2025-01-12T09:12:00,U-19,U-09,manager,6100
TXN-02706,V-0041,INV-92011,31000.0,2025-01-28,2025-01-31,2025-01-28T09:08:00,U-05,U-15,manager,6100
TXN-01565,V-0042,INV-37686,4141.35,2025-03-12,2025-03-28,2025-03-12T15:12:00,U-13,U-03,junior,6200
TXN-02315,V-0046,INV-37150,9233.87,2026-01-21,2026-02-17,2026-01-21T16:51:00,U-08,U-20,senior,7200
TXN-01681,V-0031,INV-73878,207.97,2025-06-22,2025-07-17,2025-06-22T10:16:00,U-09,U-18,senior,6300
TXN-02154,V-0019,INV-48537,3974.55,2025-01-25,2025-02-21,2025-01-25T10:55:00,U-06,U-20,senior,6300
TXN-01860,V-0032,INV-72878,22260.86,2025-05-19,2025-06-21,2025-05-19T08:44:00,U-19,U-17,manager,6300
TXN-00289,V-0018,INV-34966,487.78,2026-03-10,2026-04-11,2026-03-10T13:05:00,U-11,U-03,junior,7100
TXN-02245,V-0014,INV-95872,7779.79,2026-03-06,2026-04-13,2026-03-06T09:51:00,U-12,U-13,senior,7100
TXN-02232,V-0014,INV-85215,111.38,2025-11-27,2025-12-30,2025-11-27T09:52:00,U-10,U-08,senior,7100
TXN-02158,V-0006,INV-78082,23452.3,2025-02-22,2025-03-17,2025-02-22T18:12:00,U-19,U-17,manager,6200
TXN-00932,V-0034,INV-44131,32428.32,2025-06-12,2025-07-01,2025-06-12T16:27:00,U-15,U-09,manager,6100
TXN-01378,V-0025,INV-75797,6053.46,2025-03-12,2025-04-05,2025-03-12T13:56:00,U-01,U-04,senior,6300
TXN-01640,V-0057,INV-71587,548.8,2025-06-16,2025-07-19,2025-06-16T15:46:00,U-03,U-09,manager,6200
TXN-01038,V-0018,INV-88638,38706.12,2026-02-11,2026-03-22,2026-02-11T11:04:00,U-02,U-12,director,7200
TXN-01888,V-0021,INV-30289,20124.24,2025-06-19,2025-07-25,2025-06-19T14:07:00,U-02,U-10,senior,7200
TXN-00899,V-0034,INV-66849,375.62,2026-02-19,2026-03-30,2026-02-19T17:54:00,U-15,U-09,manager,7200
TXN-00733,V-0048,INV-71377,11140.53,2025-10-18,2025-11-28,2025-10-18T10:05:00,U-18,U-05,manager,7100
TXN-02708,V-0048,INV-84422,3393.63,2025-03-31,2025-04-19,2025-03-31T11:57:00,U-07,U-07,junior,6300
TXN-02492,V-0039,INV-96412,9123.02,2025-03-07,2025-04-02,2025-03-07T13:39:00,U-16,U-09,manager,6300
TXN-02686,V-0010,INV-34574,6172.68,2025-07-30,2025-08-27,2025-07-30T13:17:00,U-20,U-17,manager,6200
TXN-01279,V-0042,INV-19830,20426.33,2025-05-03,2025-06-06,2025-05-03T11:39:00,U-14,U-04,senior,7100
TXN-01816,V-0011,INV-22431,1196.79,2025-03-19,2025-04-09,2025-03-19T17:11:00,U-01,U-15,manager,6200
TXN-00967,V-0017,INV-48455,2344.74,2026-03-13,2026-04-01,2026-03-13T18:29:00,U-19,U-11,junior,7200
TXN-00948,V-0041,INV-22182,1386.29,2025-04-06,2025-05-04,2025-04-06T14:40:00,U-14,U-12,director,7200
TXN-02139,V-0057,INV-97518,2365.16,2025-09-02,2025-09-17,2025-09-02T11:00:00,U-02,U-01,junior,6200
TXN-00738,V-0005,INV-41941,13764.08,2025-10-30,2025-12-03,2025-10-30T14:15:00,U-18,U-15,manager,7100
TXN-02557,V-0010,INV-24809,6817.88,2026-03-15,2026-04-03,2026-03-15T12:09:00,U-01,U-12,director,6200
TXN-01909,V-0041,INV-54880,4145.78,2025-06-22,2025-07-22,2025-06-22T09:44:00,U-19,U-05,manager,7100
TXN-00500,V-0041,INV-54742,1892.23,2025-02-19,2025-03-06,2025-02-19T18:14:00,U-12,U-16,junior,6100
TXN-00443,V-0047,INV-58816,1214.03,2025-01-26,2025-02-18,2025-01-26T15:58:00,U-13,U-11,junior,6200
TXN-02031,V-0008,INV-86048,1243.24,2025-10-23,2025-11-27,2025-10-23T10:52:00,U-07,U-10,senior,6200
TXN-01701,V-0025,INV-66854,167.6,2025-10-27,2025-11-29,2025-10-27T15:14:00,U-04,U-17,manager,6200
TXN-01440,V-0027,INV-78014,37213.26,2025-08-06,2025-09-08,2025-08-06T17:46:00,U-10,U-17,manager,7100
TXN-02745,V-0016,INV-94129,3173.07,2025-09-12,2025-10-19,2025-09-12T10:06:00,U-04,U-15,manager,6100
TXN-01736,V-0001,INV-19094,102.94,2026-02-14,2026-03-12,2026-02-14T17:36:00,U-13,U-10,senior,6100
TXN-02099,V-0059,INV-88624,8189.18,2026-02-17,2026-03-07,2026-02-17T09:05:00,U-13,U-09,manager,6200
TXN-01344,V-0014,INV-15646,9002.14,2025-12-19,2026-01-31,2025-12-19T08:16:00,U-12,U-18,senior,6100
TXN-01354,V-0058,INV-70404,3613.76,2025-02-24,2025-03-11,2025-02-24T09:15:00,U-04,U-06,junior,7100
TXN-00480,V-0008,INV-78569,579.45,2025-11-08,2025-12-01,2025-11-08T11:49:00,U-04,U-17,manager,6200
TXN-01668,V-0029,INV-13929,291.98,2025-07-06,2025-07-26,2025-07-06T09:50:00,U-17,U-05,manager,6200
TXN-01022,V-0023,INV-10268,835.7,2025-12-21,2026-02-03,2025-12-21T10:41:00,U-15,U-11,junior,6100
TXN-02363,V-0023,INV-62989,17607.52,2025-04-12,2025-05-23,2025-04-12T08:29:00,U-04,U-05,manager,6100
TXN-01797,V-0001,INV-14716,9611.14,2025-04-13,2025-05-10,2025-04-13T15:24:00,U-01,U-10,senior,7100
TXN-00136,V-0026,INV-98188,175.28,2025-10-02,2025-10-28,2025-10-02T09:29:00,U-13,U-01,junior,6300
TXN-00428,V-0039,INV-48607,3044.55,2025-07-04,2025-07-21,2025-07-04T08:27:00,U-16,U-05,manager,6100
TXN-02087,V-0043,INV-59556,9530.47,2025-09-13,2025-10-04,2025-09-13T11:33:00,U-06,U-17,manager,7100
TXN-00351,V-0042,INV-88231,237.57,2025-10-19,2025-11-11,2025-10-19T13:34:00,U-07,U-08,senior,6100
TXN-01517,V-0001,INV-18009,694.46,2025-10-03,2025-10-21,2025-10-03T15:21:00,U-07,U-08,senior,6100
TXN-01952,V-0028,INV-70975,456.96,2025-05-10,2025-06-08,2025-05-10T15:25:00,U-01,U-09,manager,7100
TXN-00209,V-0050,INV-78062,1537.57,2025-09-12,2025-10-26,2025-09-12T15:23:00,U-13,U-11,junior,6200
TXN-00212,V-0025,INV-93560,1609.87,2025-11-24,2025-12-30,2025-11-24T08:04:00,U-12,U-15,manager,6300
TXN-02006,V-0013,INV-26003,202.29,2025-09-14,2025-10-15,2025-09-14T16:29:00,U-15,U-11,junior,6100
TXN-01243,V-0028,INV-12715,186.44,2025-11-05,2025-12-02,2025-11-05T09:24:00,U-17,U-05,manager,6100
TXN-01294,V-0058,INV-17044,8360.35,2025-12-09,2026-01-19,2025-12-09T12:11:00,U-14,U-17,manager,6200
TXN-02666,V-0010,INV-11307,5700.78,2025-07-29,2025-08-13,2025-07-29T16:37:00,U-13,U-09,manager,6200
TXN-00290,V-0004,INV-83249,530.36,2025-04-07,2025-05-13,2025-04-07T17:46:00,U-20,U-02,junior,6100
TXN-00880,V-0056,INV-49682,152.81,2025-11-06,2025-11-25,2025-11-06T18:20:00,U-01,U-07,junior,7100
TXN-02269,V-0053,INV-43071,206.24,2025-12-08,2026-01-21,2025-12-08T15:07:00,U-15,U-20,senior,7100
TXN-01653,V-0039,INV-91748,826.3,2025-07-25,2025-08-09,2025-07-25T17:18:00,U-17,U-14,junior,6100
TXN-01837,V-0038,INV-14526,117.15,2025-04-02,2025-05-13,2025-04-02T13:39:00,U-14,U-11,junior,7100
TXN-00980,V-0002,INV-31538,1564.97,2025-02-13,2025-03-12,2025-02-13T13:20:00,U-01,U-18,senior,6100
TXN-02342,V-0054,INV-93275,19296.3,2026-02-28,2026-03-25,2026-02-28T08:16:00,U-20,U-13,senior,6200
TXN-02311,V-0042,INV-50844,6164.11,2025-07-22,2025-08-20,2025-07-22T17:35:00,U-20,U-09,manager,7200
TXN-01260,V-0025,INV-65191,941.77,2025-03-15,2025-04-28,2025-03-15T16:59:00,U-05,U-11,junior,7100
TXN-02695,V-0010,INV-28255,5954.91,2025-05-17,2025-06-01,2025-05-17T18:46:00,U-19,U-08,senior,6200
TXN-01794,V-0029,INV-13072,47486.86,2025-09-20,2025-11-02,2025-09-20T12:33:00,U-12,U-15,manager,6200
TXN-00554,V-0040,INV-20202,2945.67,2025-07-07,2025-08-19,2025-07-07T17:41:00,U-06,U-14,junior,7100
TXN-02413,V-0048,INV-61468,10133.89,2025-12-08,2025-12-23,2025-12-08T09:03:00,U-12,U-04,senior,6200
TXN-01242,V-0046,INV-94557,4370.12,2025-08-07,2025-09-20,2025-08-07T11:29:00,U-03,U-06,junior,6100
TXN-00676,V-0050,INV-46159,265.31,2025-11-17,2025-12-18,2025-11-17T12:15:00,U-12,U-13,senior,6300
TXN-01879,V-0045,INV-66167,1223.73,2025-07-18,2025-08-11,2025-07-18T13:13:00,U-20,U-10,senior,6300
TXN-02502,V-0010,INV-83428,5168.87,2025-05-30,2025-06-25,2025-05-30T12:09:00,U-04,U-20,senior,6200
TXN-02353,V-0058,INV-27327,9274.22,2025-12-30,2026-01-22,2025-12-30T12:11:00,U-20,U-17,manager,7100
TXN-00644,V-0050,INV-15328,34063.72,2026-02-26,2026-03-29,2026-02-26T17:17:00,U-14,U-12,director,6100
TXN-00286,V-0004,INV-49306,42090.32,2025-12-23,2026-01-11,2025-12-23T14:26:00,U-13,U-17,manager,6300
TXN-00701,V-0051,INV-74679,482.1,2025-10-06,2025-11-18,2025-10-06T08:38:00,U-15,U-17,manager,7100
TXN-00409,V-0051,INV-87662,48891.38,2025-07-01,2025-07-23,2025-07-01T10:11:00,U-08,U-17,manager,7100
TXN-00568,V-0007,INV-81267,1407.29,2026-03-16,2026-04-19,2026-03-16T09:18:00,U-09,U-17,manager,6200
TXN-01577,V-0037,INV-90903,179.99,2025-05-21,2025-06-27,2025-05-21T13:29:00,U-05,U-17,manager,7100
TXN-01368,V-0037,INV-49470,494.94,2025-08-23,2025-09-18,2025-08-23T08:52:00,U-16,U-09,manager,6300
TXN-01468,V-0021,INV-11020,11089.24,2026-02-24,2026-03-15,2026-02-24T16:05:00,U-05,U-09,manager,7200
TXN-00527,V-0027,INV-76680,492.64,2026-02-25,2026-04-06,2026-02-25T13:32:00,U-10,U-01,junior,7200
TXN-01555,V-0022,INV-85692,128.32,2025-08-04,2025-08-27,2025-08-04T14:49:00,U-08,U-18,senior,6100
TXN-01793,V-0023,INV-87374,615.24,2026-02-14,2026-03-20,2026-02-14T15:01:00,U-03,U-13,senior,7200
TXN-00749,V-0048,INV-28228,1079.29,2025-04-19,2025-05-19,2025-04-19T18:11:00,U-13,U-15,manager,7200
TXN-02458,V-0022,INV-34715,5896.54,2025-04-11,2025-05-15,2025-04-11T18:19:00,U-15,U-13,senior,7100
TXN-01412,V-0054,INV-54657,239.54,2025-10-18,2025-11-04,2025-10-18T16:55:00,U-01,U-13,senior,7100
TXN-01493,V-0037,INV-12767,360.19,2025-11-06,2025-12-21,2025-11-06T16:01:00,U-04,U-12,director,6200
TXN-00788,V-0002,INV-95701,125.89,2025-07-27,2025-09-05,2025-07-27T09:13:00,U-02,U-12,director,6100
TXN-02574,V-0010,INV-35337,6117.93,2026-02-19,2026-03-08,2026-02-19T10:11:00,U-05,U-15,manager,6200
TXN-02362,V-0020,INV-87162,1369.76,2025-06-11,2025-07-23,2025-06-11T12:26:00,U-18,U-05,manager,6200
TXN-02417,V-0017,INV-41933,47129.31,2025-03-31,2025-04-26,2025-03-31T16:22:00,U-11,U-17,manager,7200
TXN-00215,V-0046,INV-79397,1638.05,2026-01-26,2026-02-14,2026-01-26T09:36:00,U-12,U-13,senior,7100
TXN-00698,V-0049,INV-32398,13647.87,2025-07-13,2025-07-29,2025-07-13T16:24:00,U-17,U-20,senior,6200
TXN-01721,V-0054,INV-20097,14582.52,2025-05-01,2025-05-27,2025-05-01T13:34:00,U-14,U-12,director,6300
TXN-00898,V-0042,INV-85608,2460.18,2025-11-18,2025-12-08,2025-11-18T16:55:00,U-18,U-06,junior,6100
TXN-02537,V-0010,INV-95986,6949.03,2025-04-04,2025-04-25,2025-04-04T12:26:00,U-16,U-10,senior,6200
TXN-01622,V-0018,INV-89840,457.53,2025-12-20,2026-01-05,2025-12-20T15:11:00,U-06,U-09,manager,6200
TXN-02256,V-0026,INV-42912,587.93,2025-09-03,2025-10-14,2025-09-03T09:08:00,U-06,U-09,manager,6300
TXN-01938,V-0031,INV-31840,252.48,2025-04-06,2025-04-30,2025-04-06T11:26:00,U-05,U-15,manager,6300
TXN-00560,V-0035,INV-77717,127.58,2025-03-27,2025-04-16,2025-03-27T12:59:00,U-19,U-05,manager,6100
TXN-00729,V-0042,INV-28554,3239.02,2025-06-29,2025-07-22,2025-06-29T16:20:00,U-04,U-08,senior,7200
TXN-02175,V-0042,INV-29649,148.37,2025-09-30,2025-11-01,2025-09-30T15:24:00,U-15,U-17,manager,7200
TXN-00619,V-0027,INV-90375,17214.69,2025-08-05,2025-09-05,2025-08-05T18:15:00,U-08,U-12,director,6100
TXN-02303,V-0033,INV-52102,8759.67,2025-05-08,2025-05-31,2025-05-08T08:58:00,U-01,U-12,director,6200
TXN-01483,V-0009,INV-83103,343.51,2025-01-02,2025-02-01,2025-01-02T14:04:00,U-03,U-18,senior,6200
TXN-01849,V-0051,INV-47405,4364.6,2025-05-14,2025-06-18,2025-05-14T14:07:00,U-11,U-07,junior,6300
TXN-02345,V-0050,INV-18776,190.66,2025-08-31,2025-10-01,2025-08-31T16:18:00,U-03,U-14,junior,7100
TXN-02055,V-0012,INV-23119,5943.26,2026-02-12,2026-03-09,2026-02-12T14:56:00,U-01,U-15,manager,6200
TXN-02527,V-0010,INV-89099,5729.94,2025-03-04,2025-04-17,2025-03-04T14:36:00,U-11,U-18,senior,6200
TXN-02424,V-0043,INV-27040,869.11,2025-04-19,2025-05-12,2025-04-19T14:20:00,U-01,U-04,senior,7100
TXN-01356,V-0006,INV-16967,904.87,2025-09-15,2025-10-10,2025-09-15T14:32:00,U-07,U-05,manager,7100
TXN-02248,V-0025,INV-13544,3045.16,2025-06-07,2025-07-19,2025-06-07T10:13:00,U-18,U-12,director,7100
TXN-01445,V-0033,INV-89996,5263.2,2025-01-30,2025-02-22,2025-01-30T17:05:00,U-18,U-09,manager,7100
TXN-01285,V-0046,INV-42088,1303.76,2025-11-14,2025-12-22,2025-11-14T18:03:00,U-15,U-09,manager,6100
TXN-01206,V-0029,INV-71695,215.9,2026-01-29,2026-02-20,2026-01-29T18:16:00,U-16,U-01,junior,6200
TXN-02555,V-0010,INV-39561,5494.84,2025-12-22,2026-01-26,2025-12-22T08:51:00,U-17,U-10,senior,6200
TXN-00252,V-0022,INV-45842,12060.8,2025-09-03,2025-10-17,2025-09-03T13:35:00,U-07,U-15,manager,6300
TXN-01443,V-0020,INV-44670,946.68,2025-06-07,2025-07-02,2025-06-07T17:42:00,U-09,U-01,junior,6100
TXN-02350,V-0019,INV-77435,22869.68,2025-10-24,2025-11-24,2025-10-24T14:37:00,U-13,U-20,senior,7200
TXN-02626,V-0010,INV-85686,6121.66,2025-10-11,2025-11-02,2025-10-11T13:30:00,U-19,U-18,senior,6200
TXN-00052,V-0041,INV-85574,1488.93,2025-09-19,2025-11-01,2025-09-19T09:24:00,U-11,U-15,manager,7200
TXN-02268,V-0020,INV-18888,1223.61,2025-06-19,2025-07-04,2025-06-19T18:37:00,U-14,U-04,senior,6300
TXN-02678,V-0010,INV-55974,5241.06,2025-06-26,2025-07-28,2025-06-26T13:37:00,U-05,U-12,director,6200
TXN-01578,V-0018,INV-29234,30181.9,2025-02-09,2025-02-25,2025-02-09T13:23:00,U-17,U-15,manager,6100
TXN-01074,V-0033,INV-77610,5826.02,2025-04-27,2025-05-19,2025-04-27T11:30:00,U-05,U-15,manager,6200
TXN-02190,V-0059,INV-88512,6652.06,2026-03-03,2026-04-02,2026-03-03T09:58:00,U-17,U-20,senior,6100
TXN-00049,V-0057,INV-96511,1863.71,2025-06-06,2025-06-21,2025-06-06T11:14:00,U-07,U-16,junior,6300
TXN-00408,V-0017,INV-17328,42534.61,2025-05-17,2025-06-26,2025-05-17T16:52:00,U-04,U-09,manager,6200
TXN-00120,V-0007,INV-71537,2627.4,2025-07-29,2025-08-15,2025-07-29T18:09:00,U-15,U-01,junior,6200
TXN-01067,V-0019,INV-86541,3061.42,2025-08-16,2025-09-07,2025-08-16T16:22:00,U-05,U-03,junior,6300
TXN-01154,V-0024,INV-59832,9972.56,2025-07-08,2025-08-02,2025-07-08T10:54:00,U-07,U-05,manager,7200
TXN-00255,V-0014,INV-86917,17163.93,2025-03-12,2025-04-19,2025-03-12T09:39:00,U-09,U-18,senior,6300
TXN-01475,V-0038,INV-35576,18359.85,2025-01-21,2025-03-02,2025-01-21T16:34:00,U-06,U-04,senior,7200
TXN-01623,V-0020,INV-37227,3088.63,2025-03-09,2025-03-25,2025-03-09T16:19:00,U-03,U-08,senior,6100
TXN-00402,V-0030,INV-56392,16508.37,2025-07-15,2025-08-04,2025-07-15T18:27:00,U-13,U-17,manager,6100
TXN-02242,V-0013,INV-21809,1694.17,2025-03-18,2025-04-05,2025-03-18T12:11:00,U-10,U-18,senior,6100
TXN-02142,V-0027,INV-52125,2657.97,2025-05-31,2025-06-17,2025-05-31T18:38:00,U-20,U-09,manager,6100
TXN-02201,V-0020,INV-90432,2891.25,2025-07-06,2025-08-12,2025-07-06T13:50:00,U-11,U-20,senior,7100
TXN-01625,V-0023,INV-35873,13559.07,2025-03-01,2025-03-31,2025-03-01T15:05:00,U-03,U-09,manager,7100
TXN-00267,V-0026,INV-99925,7409.03,2025-08-27,2025-09-23,2025-08-27T12:10:00,U-02,U-20,senior,6100
TXN-01036,V-0018,INV-72910,339.91,2025-11-17,2025-12-02,2025-11-17T18:06:00,U-11,U-10,senior,6100
TXN-01972,V-0029,INV-74469,1892.7,2025-03-02,2025-04-01,2025-03-02T12:15:00,U-01,U-12,director,6300
TXN-02328,V-0048,INV-77773,45125.35,2026-02-22,2026-04-03,2026-02-22T12:34:00,U-03,U-12,director,7200
TXN-01923,V-0039,INV-51512,10687.78,2025-03-19,2025-04-21,2025-03-19T08:35:00,U-18,U-12,director,6200
TXN-00098,V-0051,INV-19838,363.76,2025-03-22,2025-04-23,2025-03-22T11:11:00,U-07,U-10,senior,6100
TXN-01651,V-0057,INV-99647,19867.13,2025-11-29,2025-12-16,2025-11-29T11:48:00,U-19,U-15,manager,7200
TXN-00755,V-0039,INV-78997,2015.24,2025-09-04,2025-10-12,2025-09-04T09:09:00,U-12,U-04,senior,7200
TXN-02727,V-0016,INV-40840,3246.94,2025-09-05,2025-09-24,2025-09-05T12:09:00,U-04,U-15,manager,6100
TXN-02326,V-0021,INV-62590,308.06,2025-12-22,2026-01-15,2025-12-22T18:30:00,U-15,U-14,junior,7100
TXN-01930,V-0034,INV-20139,2343.62,2025-04-16,2025-05-23,2025-04-16T13:09:00,U-13,U-16,junior,7200
TXN-02499,V-0057,INV-33971,37138.54,2025-12-14,2026-01-28,2025-12-14T16:40:00,U-18,U-09,manager,7200
TXN-02354,V-0060,INV-41230,354.71,2025-08-19,2025-09-10,2025-08-19T10:33:00,U-18,U-08,senior,7200
